country,year,product_group,grouping_level,export_usd_thousand,import_usd_thousand,trade_balance_usd_thousand,export_product_share_pct,import_product_share_pct,ahs_simple_average_pct,ahs_weighted_average_pct,ahs_total_tariff_lines,ahs_dutiable_tariff_lines_share_pct,ahs_duty_free_tariff_lines_share_pct,ahs_specific_tariff_lines_share_pct,ahs_ave_tariff_lines_share_pct,ahs_maxrate_pct,ahs_minrate_pct,ahs_specificduty_imports_usd_thousand,ahs_dutiable_imports_usd_thousand,ahs_duty_free_imports_usd_thousand,mfn_simple_average_pct,mfn_weighted_average_pct,mfn_total_tariff_lines,mfn_dutiable_tariff_lines_share_pct,mfn_duty_free_tariff_lines_share_pct,mfn_specific_tariff_lines_share_pct,mfn_ave_tariff_lines_share_pct,mfn_maxrate_pct,mfn_minrate_pct,mfn_specificduty_imports_usd_thousand,mfn_dutiable_imports_usd_thousand,mfn_duty_free_imports_usd_thousand
Mauritius,2023,All Products,Total,590778.66,35477.86,555300.8,100.0,100.0,7.81,4.73,2007.0,85.35,14.05,0.6,0.0,60.0,0.0,1040.23,15536.92,13129.79,8.27,10.96,2007.0,88.74,10.26,0.6,0.4,79.01,0.0,1040.23,19416.94,9249.77
Mozambique,2023,Capital goods,Broad Economic Category,64280.05,876.96,63403.090000000004,5.66,0.11,2.97,4.97,45.0,35.56,64.44,0.0,0.0,5.0,0.0,0.0,817.96,5.52,2.97,4.97,45.0,35.56,64.44,0.0,0.0,5.0,0.0,0.0,817.96,5.52
Mozambique,2023,Consumer goods,Broad Economic Category,679415.66,1009.16,678406.5,59.84,0.13,11.32,3.66,48.0,91.67,8.33,0.0,0.0,100.0,0.0,0.0,670.63,303.02,11.45,4.39,48.0,93.75,6.25,0.0,0.0,100.0,0.0,0.0,942.09,31.56
Mozambique,2023,Intermediate goods,Broad Economic Category,245931.09,540457.11,-294526.02,21.66,69.75,5.31,0.5,19.0,84.21,15.79,0.0,0.0,17.5,0.0,0.0,58561.34,481266.69,5.31,0.5,19.0,84.21,15.79,0.0,0.0,17.5,0.0,0.0,58561.34,481266.69
Mozambique,2023,Raw materials,Broad Economic Category,143463.98,232515.2,-89051.22,12.64,30.01,6.83,4.78,87.0,62.07,37.93,0.0,0.0,100.0,0.0,0.0,205662.28,3476.66,7.63,4.86,87.0,64.37,35.63,0.0,0.0,100.0,0.0,0.0,206585.67,2553.28
Mozambique,2023,Animal,Sector,132952.83,15.64,132937.18999999997,11.71,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
Mozambique,2023,Chemicals,Sector,89726.17,81.32,89644.84999999999,7.9,0.01,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,75.2,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,75.2,0.0
Mozambique,2023,Food Products,Sector,18006.34,3663.84,14342.5,1.59,0.47,24.88,12.76,18.0,88.89,11.11,0.0,0.0,100.0,0.0,0.0,2721.02,923.39,27.58,17.2,18.0,100.0,0.0,0.0,0.0,100.0,1.5,0.0,3644.4,0.0
Mozambique,2023,Footwear,Sector,248.85,0.01,248.84,0.02,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.01,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.01,0.0
Mozambique,2023,Fuels,Sector,544863.51,124191.8,420671.71,47.99,16.03,4.36,4.5,19.0,100.0,0.0,0.0,0.0,5.0,2.5,0.0,124191.81,0.0,4.36,4.5,19.0,100.0,0.0,0.0,0.0,5.0,2.5,0.0,124191.81,0.0
Mozambique,2023,Hides and Skins,Sector,152.08,0.09,151.99,0.01,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.09,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.09,0.0
Mozambique,2023,Mach and Elec,Sector,48576.5,861.98,47714.52,4.28,0.11,2.0,4.97,36.0,19.44,80.56,0.0,0.0,5.0,0.0,0.0,812.35,5.52,2.0,4.97,36.0,19.44,80.56,0.0,0.0,5.0,0.0,0.0,812.35,5.52
Mozambique,2023,Metals,Sector,26875.01,24286.4,2588.609999999997,2.37,3.13,4.83,4.99,41.0,90.24,9.76,0.0,0.0,35.0,0.0,0.0,23938.39,109.89,4.83,4.99,41.0,90.24,9.76,0.0,0.0,35.0,0.0,0.0,23938.39,109.89
Mozambique,2023,Minerals,Sector,46706.5,75401.97,-28695.47,4.11,9.73,8.92,5.0,9.0,100.0,0.0,0.0,0.0,17.5,5.0,0.0,74688.66,0.0,8.92,5.0,9.0,100.0,0.0,0.0,0.0,17.5,5.0,0.0,74688.66,0.0
Mozambique,2023,Miscellaneous,Sector,6931.51,53.7,6877.81,0.61,0.01,9.5,22.28,7.0,100.0,0.0,0.0,0.0,30.0,2.5,0.0,11.56,0.0,9.5,22.28,7.0,100.0,0.0,0.0,0.0,30.0,2.5,0.0,11.56,0.0
Mozambique,2023,Plastic or Rubber,Sector,63213.88,4.07,63209.81,5.57,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,4.02,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,4.02,0.0
Mozambique,2023,Stone and Glass,Sector,40250.44,505966.97,-465716.52999999997,3.54,65.29,6.43,0.24,9.0,77.78,22.22,0.0,0.0,20.0,0.0,0.0,24497.71,481266.69,6.43,0.24,9.0,77.78,22.22,0.0,0.0,20.0,0.0,0.0,24497.71,481266.69
Mozambique,2023,Textiles and Clothing,Sector,50085.87,1353.56,48732.310000000005,4.41,0.17,3.33,0.01,9.0,22.22,77.78,0.0,0.0,5.0,0.0,0.0,3.4,1306.16,3.33,0.01,9.0,22.22,77.78,0.0,0.0,5.0,0.0,0.0,3.4,1306.16
Mozambique,2023,Transportation,Sector,45273.36,132.74,45140.62,3.99,0.02,5.0,5.0,4.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,132.74,0.0,5.0,5.0,4.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,132.74,0.0
Mozambique,2023,Vegetable,Sector,18359.05,38864.91,-20505.860000000004,1.62,5.02,2.4,3.94,41.0,36.59,63.41,0.0,0.0,11.0,0.0,0.0,35091.33,1487.23,2.48,3.95,41.0,39.02,60.98,0.0,0.0,11.0,0.0,0.0,35362.78,1215.78
Mozambique,2023,Wood,Sector,3210.29,18.96,3191.33,0.28,0.0,5.0,5.0,12.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,18.96,0.0,5.0,5.0,12.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,18.96,0.0
Mozambique,2023,All Products,Total,1135432.19,774897.95,360534.24,100.0,100.0,6.75,1.78,213.0,65.26,34.74,0.0,0.0,100.0,0.0,0.0,286187.24,485113.4,7.1,1.8,213.0,66.67,33.33,0.0,0.0,100.0,0.0,0.0,287382.09,483918.55
Rwanda,2023,Capital goods,Broad Economic Category,83984.97,208.37,83776.6,32.6,0.02,3.08,3.62,29.0,27.59,72.41,0.0,0.0,5.0,0.0,0.0,128.88,49.12,3.08,3.62,29.0,27.59,72.41,0.0,0.0,5.0,0.0,0.0,128.88,49.12
Rwanda,2023,Consumer goods,Broad Economic Category,110800.49,28454.16,82346.33,43.01,3.07,7.28,10.58,174.0,91.95,6.32,1.72,0.0,40.0,0.0,0.11,26881.86,1009.86,7.19,10.59,174.0,93.68,5.75,0.57,0.0,40.0,0.0,0.06,27056.95,834.77
Rwanda,2023,Intermediate goods,Broad Economic Category,58734.88,884871.88,-826137.0,22.8,95.47,3.13,0.0,17.0,76.47,23.53,0.0,0.0,5.0,0.0,0.0,2.15,884869.33,3.13,0.0,17.0,76.47,23.53,0.0,0.0,5.0,0.0,0.0,2.15,884869.33
Rwanda,2023,Raw materials,Broad Economic Category,1601.77,13326.6,-11724.83,0.62,1.44,2.14,1.02,83.0,43.37,44.58,12.05,0.0,20.0,0.0,346.46,2531.1,10675.67,2.21,1.02,83.0,45.78,42.17,12.05,0.0,20.0,0.0,346.46,2533.8,10672.98
Rwanda,2023,Animal,Sector,463.04,67.12,395.92,0.18,0.01,1.88,2.36,13.0,30.77,69.23,0.0,0.0,5.0,0.0,0.0,48.7,18.42,1.88,2.36,13.0,30.77,69.23,0.0,0.0,5.0,0.0,0.0,48.7,18.42
Rwanda,2023,Chemicals,Sector,23196.12,0.3,23195.82,9.0,0.0,5.0,5.0,8.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.22,0.0,5.0,5.0,8.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.22,0.0
Rwanda,2023,Food Products,Sector,29639.29,1571.41,28067.88,11.5,0.17,5.0,5.0,15.0,93.33,0.0,6.67,0.0,5.0,5.0,0.06,1570.01,0.0,5.0,5.0,15.0,93.33,0.0,6.67,0.0,5.0,5.0,0.06,1570.01,0.0
Rwanda,2023,Footwear,Sector,375.06,0.18,374.88,0.15,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.18,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.18,0.0
Rwanda,2023,Fuels,Sector,4022.32,0.17,4022.15,1.56,0.0,,,,,,,,,,0.0,0.17,0.0,,,,,,,,,,0.0,0.17,0.0
Rwanda,2023,Hides and Skins,Sector,67.14,0.05,67.09,0.03,0.0,40.0,40.0,2.0,100.0,0.0,0.0,0.0,40.0,40.0,0.0,0.05,0.0,40.0,40.0,2.0,100.0,0.0,0.0,0.0,40.0,40.0,0.0,0.05,0.0
Rwanda,2023,Mach and Elec,Sector,54080.51,196.07,53884.44,20.99,0.02,2.92,3.61,31.0,29.03,67.74,3.23,0.0,5.0,0.0,0.04,127.74,49.12,2.9,3.61,31.0,32.26,67.74,0.0,0.0,5.0,0.0,0.0,127.74,49.12
Rwanda,2023,Metals,Sector,11718.64,20.49,11698.15,4.55,0.0,5.56,5.05,30.0,96.67,0.0,3.33,0.0,10.0,5.0,0.01,20.49,0.0,5.27,5.05,30.0,100.0,0.0,0.0,0.0,10.0,2.7,0.0,20.49,0.0
Rwanda,2023,Minerals,Sector,569.39,470.07,99.32,0.22,0.05,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,470.07,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,470.07,0.0
Rwanda,2023,Miscellaneous,Sector,10374.06,23.63,10350.43,4.03,0.0,12.0,26.1,8.0,100.0,0.0,0.0,0.0,40.0,5.0,0.0,7.4,0.0,12.0,26.1,8.0,100.0,0.0,0.0,0.0,40.0,5.0,0.0,7.4,0.0
Rwanda,2023,Plastic or Rubber,Sector,20934.22,67.84,20866.38,8.13,0.01,10.0,19.69,16.0,100.0,0.0,0.0,0.0,20.0,5.0,0.0,67.84,0.0,10.0,19.69,16.0,100.0,0.0,0.0,0.0,20.0,5.0,0.0,67.84,0.0
Rwanda,2023,Stone and Glass,Sector,8348.88,884857.41,-876508.53,3.24,95.47,3.33,0.0,12.0,83.33,16.67,0.0,0.0,5.0,0.0,0.0,0.67,884856.73,3.33,0.0,12.0,83.33,16.67,0.0,0.0,5.0,0.0,0.0,0.67,884856.73
Rwanda,2023,Textiles and Clothing,Sector,12470.46,151.06,12319.4,4.84,0.02,7.92,8.15,59.0,100.0,0.0,0.0,0.0,40.0,5.0,0.0,88.39,0.0,7.92,8.15,59.0,100.0,0.0,0.0,0.0,40.0,5.0,0.0,88.39,0.0
Rwanda,2023,Transportation,Sector,63023.57,10.88,63012.69,24.46,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,2023,Vegetable,Sector,8754.06,39439.4,-30685.340000000004,3.4,4.26,1.91,7.61,100.0,43.0,47.0,10.0,0.0,11.0,0.0,346.46,27259.85,11695.36,2.01,7.62,100.0,46.0,44.0,10.0,0.0,11.0,0.0,346.46,27437.63,11517.58
Rwanda,2023,Wood,Sector,9602.73,0.75,9601.98,3.73,0.0,13.75,13.55,19.0,100.0,0.0,0.0,0.0,40.0,5.0,0.0,0.35,0.0,13.75,13.55,19.0,100.0,0.0,0.0,0.0,40.0,5.0,0.0,0.35,0.0
Rwanda,2023,All Products,Total,257639.47,926876.83,-669237.36,100.0,100.0,5.15,0.33,315.0,70.79,25.08,4.13,0.0,40.0,0.0,346.57,29662.14,896619.64,5.15,0.33,315.0,72.38,24.13,3.49,0.0,40.0,0.0,346.52,29839.93,896441.85
Seychelles,2023,Capital goods,Broad Economic Category,46027.05,79.77,45947.280000000006,18.14,0.61,4.07,3.72,60.0,60.0,40.0,0.0,0.0,16.0,0.0,0.0,48.04,23.89,4.07,3.72,60.0,60.0,40.0,0.0,0.0,16.0,0.0,0.0,48.04,23.89
Seychelles,2023,Consumer goods,Broad Economic Category,153394.09,851.21,152542.88,60.45,6.55,4.84,1.7,94.0,75.53,20.21,4.26,0.0,20.0,0.0,458.06,585.43,233.36,6.1,17.65,94.0,88.3,1.06,6.38,4.26,25.0,0.0,458.12,818.18,0.6
Seychelles,2023,Intermediate goods,Broad Economic Category,36130.87,862.3,35268.57,14.24,6.64,3.33,4.62,3.0,66.67,33.33,0.0,0.0,5.0,0.0,0.0,0.47,0.04,3.33,4.62,3.0,66.67,33.33,0.0,0.0,5.0,0.0,0.0,0.47,0.04
Seychelles,2023,Raw materials,Broad Economic Category,15029.32,11199.12,3830.199999999999,5.92,86.18,4.88,5.97,32.0,50.0,50.0,0.0,0.0,20.0,0.0,0.0,3276.24,973.88,4.88,5.97,32.0,50.0,50.0,0.0,0.0,20.0,0.0,0.0,3276.24,973.88
Seychelles,2023,Animal,Sector,9572.3,10453.2,-880.9000000000015,3.77,80.44,3.69,4.03,42.0,45.24,54.76,0.0,0.0,10.0,0.0,0.0,2731.56,1043.65,3.69,4.03,42.0,45.24,54.76,0.0,0.0,10.0,0.0,0.0,2731.56,1043.65
Seychelles,2023,Chemicals,Sector,6894.93,227.7,6667.2300000000005,2.72,1.75,2.5,4.84,6.0,83.33,16.67,0.0,0.0,5.0,0.0,0.0,1.15,0.04,2.5,4.84,6.0,83.33,16.67,0.0,0.0,5.0,0.0,0.0,1.15,0.04
Seychelles,2023,Food Products,Sector,23274.21,1450.22,21823.989999999998,9.17,11.16,4.17,1.53,43.0,51.16,39.53,9.3,0.0,5.0,0.0,458.06,560.9,232.68,6.6,18.24,43.0,76.74,0.0,13.95,9.3,25.0,0.07,458.12,793.58,0.0
Seychelles,2023,Footwear,Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2023,Fuels,Sector,75751.06,12.17,75738.89,29.85,0.09,,,,,,,,,,0.0,9.17,0.0,,,,,,,,,,0.0,9.17,0.0
Seychelles,2023,Hides and Skins,Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2023,Mach and Elec,Sector,39657.49,38.67,39618.82,15.63,0.3,5.11,2.6,29.0,17.24,82.76,0.0,0.0,20.0,0.0,0.0,11.16,23.89,5.11,2.6,29.0,17.24,82.76,0.0,0.0,20.0,0.0,0.0,11.16,23.89
Seychelles,2023,Metals,Sector,22628.17,249.48,22378.69,8.92,1.92,5.0,5.0,3.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,249.48,0.0,5.0,5.0,3.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,249.48,0.0
Seychelles,2023,Minerals,Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2023,Miscellaneous,Sector,8257.22,44.95,8212.269999999999,3.25,0.35,5.0,5.0,34.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,37.19,0.0,5.0,5.0,34.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,37.19,0.0
Seychelles,2023,Plastic or Rubber,Sector,7300.68,497.97,6802.71,2.88,3.83,11.0,19.93,20.0,100.0,0.0,0.0,0.0,20.0,5.0,0.0,497.6,0.0,11.0,19.93,20.0,100.0,0.0,0.0,0.0,20.0,5.0,0.0,497.6,0.0
Seychelles,2023,Stone and Glass,Sector,3033.76,0.93,3032.8300000000004,1.2,0.01,3.33,4.57,4.0,75.0,25.0,0.0,0.0,5.0,0.0,0.0,0.85,0.08,7.0,5.51,4.0,100.0,0.0,0.0,0.0,11.0,5.0,0.0,0.93,0.0
Seychelles,2023,Textiles and Clothing,Sector,1917.69,2.41,1915.28,0.76,0.02,5.0,5.0,10.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,2.41,0.0,5.0,5.0,10.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,2.41,0.0
Seychelles,2023,Transportation,Sector,20952.5,13.64,20938.86,8.26,0.11,3.75,4.57,6.0,83.33,16.67,0.0,0.0,5.0,0.0,0.0,6.36,0.6,3.75,4.57,6.0,83.33,16.67,0.0,0.0,5.0,0.0,0.0,6.36,0.6
Seychelles,2023,Vegetable,Sector,21747.72,1.59,21746.13,8.57,0.01,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59
Seychelles,2023,Wood,Sector,7201.6,2.01,7199.59,2.84,0.02,5.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,2.01,0.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,2.01,0.0
Seychelles,2023,All Products,Total,253741.34,12994.94,240746.4,100.0,100.0,4.53,5.51,205.0,63.9,34.15,1.95,0.0,20.0,0.0,458.06,4109.83,1302.52,5.05,6.64,205.0,69.76,25.37,2.93,1.95,25.0,0.0,458.12,4342.58,1069.77
Somalia,2023,Capital goods,Broad Economic Category,401365.59,3279.72,398085.87000000005,19.89,0.35,0.56,0.05,38.0,10.53,89.47,0.0,0.0,5.0,0.0,0.0,4.58,490.52,4.44,4.89,38.0,86.84,13.16,0.0,0.0,5.0,0.0,0.0,484.41,10.7
Somalia,2023,Consumer goods,Broad Economic Category,1078012.34,84232.07,993780.27,53.42,8.97,1.75,0.23,97.0,41.24,58.76,0.0,0.0,5.0,0.0,0.0,184.61,1040.96,4.75,4.99,97.0,96.91,3.09,0.0,0.0,5.0,0.0,0.0,1222.73,2.84
Somalia,2023,Intermediate goods,Broad Economic Category,450906.71,317688.4,133218.31,22.34,33.81,0.91,0.0,73.0,39.73,60.27,0.0,0.0,20.0,0.0,0.0,201.36,315770.73,4.3,0.01,73.0,83.56,16.44,0.0,0.0,20.0,0.0,0.0,529.14,315442.95
Somalia,2023,Raw materials,Broad Economic Category,79407.6,534333.65,-454926.05000000005,3.93,56.87,1.21,2.09,150.0,30.0,69.33,0.67,0.0,25.0,0.0,73.49,205806.83,208201.48,2.96,2.14,150.0,64.67,34.67,0.67,0.0,25.0,0.0,73.49,210907.42,203100.89
Somalia,2023,Animal,Sector,192314.0,518231.17,-325917.17,9.53,55.16,0.21,1.91,133.0,3.76,96.24,0.0,0.0,7.0,0.0,0.0,276716.22,240037.94,1.65,1.95,133.0,39.85,60.15,0.0,0.0,7.0,0.0,0.0,281926.57,234827.59
Somalia,2023,Chemicals,Sector,117374.29,1166.66,116207.62999999999,5.82,0.12,1.82,1.42,41.0,41.46,58.54,0.0,0.0,5.0,0.0,0.0,5.42,13.7,4.55,4.27,41.0,97.56,2.44,0.0,0.0,5.0,0.0,0.0,16.33,2.8
Somalia,2023,Food Products,Sector,390044.38,1425.42,388618.96,19.33,0.15,1.88,0.04,14.0,64.29,35.71,0.0,0.0,5.0,0.0,0.0,9.28,1276.81,5.0,5.0,14.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,1286.08,0.0
Somalia,2023,Footwear,Sector,6141.63,4.35,6137.28,0.3,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.0,5.0,3.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,3.9,0.0
Somalia,2023,Fuels,Sector,124387.4,678.05,123709.34999999999,6.16,0.07,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,133.66,16.09,5.0,5.0,2.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,149.75,0.0
Somalia,2023,Hides and Skins,Sector,1325.12,1363.2,-38.080000000000155,0.07,0.15,0.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.2,0.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.2
Somalia,2023,Mach and Elec,Sector,364886.9,157.31,364729.59,18.08,0.02,0.29,0.09,37.0,8.11,91.89,0.0,0.0,5.0,0.0,0.0,2.42,130.26,4.41,4.6,37.0,86.49,13.51,0.0,0.0,5.0,0.0,0.0,121.99,10.7
Somalia,2023,Metals,Sector,108445.85,320.04,108125.81000000001,5.37,0.03,0.0,0.0,13.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,162.96,5.0,5.0,13.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,162.96,0.0
Somalia,2023,Minerals,Sector,41424.89,21.47,41403.42,2.05,0.0,0.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.47,5.0,5.0,6.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,21.47,0.0
Somalia,2023,Miscellaneous,Sector,21040.99,269.81,20771.18,1.04,0.03,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63,5.0,5.0,3.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,23.63,0.0
Somalia,2023,Plastic or Rubber,Sector,78183.36,71.88,78111.48,3.87,0.01,1.25,0.02,5.0,20.0,80.0,0.0,0.0,5.0,0.0,0.0,0.16,41.3,5.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,41.47,0.0
Somalia,2023,Stone and Glass,Sector,99478.0,315312.82,-215834.82,4.93,33.56,0.56,0.0,14.0,7.14,92.86,0.0,0.0,5.0,0.0,0.0,3.31,315212.72,3.89,0.0,14.0,71.43,28.57,0.0,0.0,5.0,0.0,0.0,27.38,315188.64
Somalia,2023,Textiles and Clothing,Sector,45528.71,10.73,45517.979999999996,2.26,0.0,0.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,5.0,5.0,6.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,7.79,0.0
Somalia,2023,Transportation,Sector,102033.77,463.86,101569.91,5.06,0.05,1.67,0.03,11.0,9.09,90.91,0.0,0.0,5.0,0.0,0.0,2.16,378.67,5.0,5.0,11.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,380.84,0.0
Somalia,2023,Vegetable,Sector,284185.7,18273.39,265912.31,14.08,1.94,2.75,0.22,136.0,58.82,40.44,0.74,0.0,25.0,0.0,73.49,834.07,15642.37,4.22,1.15,136.0,83.82,15.44,0.74,0.0,25.0,0.0,73.49,4148.33,12328.11
Somalia,2023,Wood,Sector,41216.82,81764.3,-40547.48,2.04,8.7,1.25,4.37,7.0,42.86,57.14,0.0,0.0,5.0,0.0,0.0,14.89,2.15,3.75,4.99,7.0,71.43,28.57,0.0,0.0,5.0,0.0,0.0,16.99,0.04
Somalia,2023,All Products,Total,2018011.82,939534.45,1078477.37,100.0,100.0,1.06,1.16,437.0,27.46,72.31,0.23,0.0,25.0,0.0,73.49,277721.59,574334.97,3.56,1.22,437.0,72.54,27.23,0.23,0.0,25.0,0.0,73.49,288335.48,563721.08
South Sudan,2023,Capital goods,Broad Economic Category,30582.9,62.91,30519.99,6.68,0.09,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,2023,Consumer goods,Broad Economic Category,357063.3,2662.41,354400.89,77.98,3.92,4.19,4.88,87.0,85.06,13.79,1.15,0.0,10.0,0.0,23.73,2472.14,61.29,4.19,4.88,87.0,85.06,13.79,1.15,0.0,10.0,0.0,23.73,2472.14,61.29
South Sudan,2023,Intermediate goods,Broad Economic Category,49184.51,29278.15,19906.36,10.74,43.11,3.89,0.32,23.0,86.96,13.04,0.0,0.0,5.0,0.0,0.0,1892.71,27379.74,3.89,0.32,23.0,86.96,13.04,0.0,0.0,5.0,0.0,0.0,1892.71,27379.74
South Sudan,2023,Raw materials,Broad Economic Category,20226.52,35914.53,-15688.009999999998,4.42,52.88,1.95,0.7,70.0,54.29,38.57,7.14,0.0,5.0,0.0,264.0,5316.54,30580.36,1.95,0.7,70.0,54.29,38.57,7.14,0.0,5.0,0.0,264.0,5316.54,30580.36
South Sudan,2023,Animal,Sector,19544.38,212.96,19331.420000000002,4.27,0.31,3.33,0.45,3.0,66.67,33.33,0.0,0.0,5.0,0.0,0.0,19.28,193.68,3.33,0.45,3.0,66.67,33.33,0.0,0.0,5.0,0.0,0.0,19.28,193.68
South Sudan,2023,Chemicals,Sector,16190.45,5.54,16184.91,3.54,0.01,5.0,5.0,4.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,5.45,0.0,5.0,5.0,4.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,5.45,0.0
South Sudan,2023,Food Products,Sector,49642.73,2539.85,47102.880000000005,10.84,3.74,5.0,5.0,51.0,98.04,0.0,1.96,0.0,5.0,5.0,23.73,2539.83,0.0,5.0,5.0,51.0,98.04,0.0,1.96,0.0,5.0,5.0,23.73,2539.83,0.0
South Sudan,2023,Footwear,Sector,32098.18,0.04,32098.14,7.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,2023,Fuels,Sector,7366.61,652.28,6714.33,1.61,0.96,3.0,3.0,1.0,100.0,0.0,0.0,0.0,3.0,3.0,0.0,652.28,0.0,3.0,3.0,1.0,100.0,0.0,0.0,0.0,3.0,3.0,0.0,652.28,0.0
South Sudan,2023,Hides and Skins,Sector,537.64,0.07,537.5699999999999,0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,2023,Mach and Elec,Sector,29391.82,62.94,29328.88,6.42,0.09,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,2023,Metals,Sector,7291.1,22.78,7268.320000000001,1.59,0.03,5.42,5.42,12.0,100.0,0.0,0.0,0.0,10.0,5.0,0.0,7.91,0.0,5.42,5.42,12.0,100.0,0.0,0.0,0.0,10.0,5.0,0.0,7.91,0.0
South Sudan,2023,Minerals,Sector,275.65,3.22,272.42999999999995,0.06,0.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,3.22,0.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,3.22,0.0
South Sudan,2023,Miscellaneous,Sector,7581.89,20.98,7560.910000000001,1.66,0.03,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,20.48,0.0,5.0,5.0,1.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,20.48,0.0
South Sudan,2023,Plastic or Rubber,Sector,15322.96,0.2,15322.759999999998,3.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,2023,Stone and Glass,Sector,3360.88,27378.59,-24017.71,0.73,40.31,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,27378.59,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,27378.59
South Sudan,2023,Textiles and Clothing,Sector,199171.41,10.57,199160.84,43.5,0.02,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,2023,Transportation,Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
